"","V1"
"122","Dsuz.DS10_00004456;Dsuz.DS10_00005352;Dsuz.DS10_00008690;Dsuz.DS10_00008692;Dsuz.DS10_00009036;Dsuz.DS10_00010140;Dsuz.DS10_00010724;Dsuz.DS10_00011935;Dsuz.DS10_00001128"
"123","Sfla.augustus_masked-scaffold00252-abinit-gene-0.24-mRNA-1_AED:0.24_eAED:0.24_QI:0_0.61_0.21_1_1_1_14_0_2076;Sfla.augustus_masked-scaffold00252-abinit-gene-0.25-mRNA-1_AED:0.33_eAED:0.33_QI:0_1_0.37_1_1_1_8_0_1373;Sfla.augustus_masked-scaffold00273-abinit-gene-0.12-mRNA-1_AED:0.07_eAED:0.07_QI:0_0.55_0.1_1_1_1_10_0_1340;Sfla.augustus_masked-scaffold00555-abinit-gene-0.5-mRNA-1_AED:0.15_eAED:0.15_QI:0_0.6_0.16_1_1_1_6_0_1393;Sfla.augustus_masked-scaffold00975-abinit-gene-0.0-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.83_0.14_1_1_1_7_0_1328;Sfla.augustus_masked-scaffold00977-abinit-gene-0.7-mRNA-1_AED:0.28_eAED:0.28_QI:0_1_0.14_1_1_1_7_0_1328;Sfla.augustus_masked-scaffold00230-abinit-gene-0.5-mRNA-1_AED:0.27_eAED:0.27_QI:0_0.66_0_1_1_1_7_0_1367;Sfla.augustus_masked-scaffold00977-abinit-gene-0.5-mRNA-1_AED:0.33_eAED:0.33_QI:0_1_0_1_1_1_3_0_1000;Sfla.augustus_masked-scaffold00917-abinit-gene-0.0-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.5_0.14_1_1_1_7_0_1376;Sfla.augustus_masked-scaffold00230-abinit-gene-0.4-mRNA-1_AED:0.28_eAED:0.28_QI:0_0.6_0.16_1_1_1_6_0_1301"
"124","Dsuz.DS10_00004153;Dsuz.DS10_00004154;Dsuz.DS10_00000636"
"125","Dpse.FBpp0281501;Dpse.FBpp0300696;Dpse.FBpp0300697;Dpse.FBpp0300698;Dmel.FBgn0263490,FBpp0293452,FBtr0304913"
"126","Sfla.augustus_masked-scaffold00014-abinit-gene-0.2-mRNA-1_AED:0.42_eAED:0.42_QI:0_0_0_0.25_1_1_4_0_785;Sfla.augustus_masked-scaffold00600-abinit-gene-0.0-mRNA-1_AED:1.00_eAED:1.00_QI:0_-1_0_0_-1_1_1_0_499;Sfla.augustus_masked-scaffold00847-abinit-gene-0.1-mRNA-1_AED:1.00_eAED:1.00_QI:0_0_0_0_1_1_6_0_954;Sfla.augustus_masked-scaffold00994-abinit-gene-0.0-mRNA-1_AED:1.00_eAED:1.00_QI:0_0_0_0_1_1_2_0_488;Sfla.augustus_masked-scaffold01330-abinit-gene-0.0-mRNA-1_AED:1.00_eAED:1.00_QI:0_0_0_0_1_1_5_0_621;Sfla.augustus_masked-scaffold01508-abinit-gene-0.0-mRNA-1_AED:1.00_eAED:1.00_QI:0_0_0_0_1_1_4_0_654;Sfla.augustus_masked-scaffold01782-abinit-gene-0.0-mRNA-1_AED:1.00_eAED:1.00_QI:0_0_0_0_1_1_2_0_518;Sfla.augustus_masked-scaffold00382-abinit-gene-0.0-mRNA-1_AED:1.00_eAED:1.00_QI:0_0_0_0_1_1_3_0_691"
"127","Dbia.DBIA008747-PA;Dbia.DBIA001891-PA;Dmel.FBgn0037533,FBpp0303762,FBtr0331344"
"128","Dbia.DBIA005534-PA;Dbia.DBIA003384-PA;Dmel.FBgn0037205,FBpp0078210,FBtr0078559"
"129","Dgri.FBpp0153941;Dgri.FBpp0153942;Dgri.FBpp0153943"
"130","Dgri.FBpp0147927;Dgri.FBpp0153048;Dgri.FBpp0154109"
"131","Dmel.FBgn0025388,FBpp0289978,FBtr0300754;Dyak.FBpp0261858;Dmel.FBgn0025387,FBpp0070664,FBtr0070696"
"132","Sfla.augustus_masked-scaffold00989-abinit-gene-0.1-mRNA-1_AED:0.21_eAED:0.22_QI:0_0_0_1_1_1_15_0_3177;Sfla.augustus_masked-scaffold03034-abinit-gene-0.1-mRNA-1_AED:1.00_eAED:1.00_QI:0_0_0_0_1_1_9_0_1412;Sfla.augustus_masked-scaffold03517-abinit-gene-0.0-mRNA-1_AED:1.00_eAED:1.00_QI:0_0_0_0_1_1_5_0_1192;Sfla.augustus_masked-scaffold03903-abinit-gene-0.0-mRNA-1_AED:1.00_eAED:1.00_QI:0_0_0_0_1_1_8_0_1386;Dmel.FBgn0023096,FBpp0271926,FBtr0273418"
"133","Dmoj.FBpp0174069;Dmoj.FBpp0172816;Dmoj.FBpp0169946"
"134","Dpse.FBpp0307116;Dpse.FBpp0307112;Dpse.FBpp0307106"
"135","Dpse.FBpp0293104;Dpse.FBpp0293105;Dmel.FBgn0010113,FBpp0084985,FBtr0085621"
"136","Dpse.FBpp0283565;Dpse.FBpp0283262;Dpse.FBpp0285108"
"137","Dpse.FBpp0283887;Dpse.FBpp0302037;Dmel.FBgn0001138,FBpp0303221,FBtr0330188"
"138","Dpse.FBpp0283908;Dpse.FBpp0297960;Dmel.FBgn0011582,FBpp0303554,FBtr0330711"
"139","Dpse.FBpp0281238;Dpse.FBpp0301643;Dmel.FBgn0003507,FBpp0082669,FBtr0083215"
"140","Dpse.FBpp0291950;Dpse.FBpp0291951;Dmel.FBgn0260971,FBpp0290964,FBtr0301750"
"141","Dpse.FBpp0273785;Dpse.FBpp0285394;Dpse.FBpp0285395"
"142","Dsuz.DS10_00009053;Dsuz.DS10_00010807;Dmel.FBgn0038860,FBpp0083418,FBtr0084015"
"143","Dsuz.DS10_00010932;Dsuz.DS10_00011632;Dmel.FBgn0037090,FBpp0078010,FBtr0078354"
"144","Dsuz.DS10_00010017;Dsuz.DS10_00012240;Dmel.FBgn0025808,FBpp0082433,FBtr0082974"
"145","Dsuz.DS10_00010014;Dsuz.DS10_00012244;Dmel.FBgn0038248,FBpp0082435,FBtr0082976"
"146","Dsuz.DS10_00008951;Dsuz.DS10_00009253;Dmel.FBgn0039155,FBpp0083934,FBtr0084549"
"147","Dsuz.DS10_00010202;Dsuz.DS10_00010625;Dmel.FBgn0037578,FBpp0081343,FBtr0081854"
"148","Dsuz.DS10_00008562;Dsuz.DS10_00009368;Dmel.FBgn0003651,FBpp0082035,FBtr0082563"
"149","Dsuz.DS10_00010389;Dsuz.DS10_00011005;Dmel.FBgn0037915,FBpp0081936,FBtr0082460"
"150","Dsuz.DS10_00008985;Dsuz.DS10_00010689;Dmel.FBgn0038640,FBpp0083082,FBtr0083667"
"151","Dsuz.DS10_00010345;Dsuz.DS10_00010344;Dmel.FBgn0036874,FBpp0074750,FBtr0074982"
"152","Dsuz.DS10_00012502;Dsuz.DS10_00012503;Dmel.FBgn0036587,FBpp0288699,FBtr0290260"
"153","Dsuz.DS10_00009645;Dsuz.DS10_00009646;Dmel.FBgn0038467,FBpp0082816,FBtr0083373"
"154","Dsuz.DS10_00005064;Dsuz.DS10_00011096;Dmel.FBgn0036207,FBpp0075761,FBtr0076029"
"155","Dsuz.DS10_00008618;Dsuz.DS10_00010402;Dmel.FBgn0037901,FBpp0081878,FBtr0082402"
"156","Dsuz.DS10_00010913;Dsuz.DS10_00010916;Dmel.FBgn0037099,FBpp0078035,FBtr0078380"
"157","Dsuz.DS10_00009993;Dsuz.DS10_00009997;Dmel.FBgn0038301,FBpp0082593,FBtr0083139"
"158","Dyak.FBpp0267326;Dyak.FBpp0267987;Dmel.FBgn0037099,FBpp0078035,FBtr0078380"
"159","Dyak.FBpp0267344;Dyak.FBpp0267986;Dmel.FBgn0037082,FBpp0078051,FBtr0078397"
"160","Dyak.FBpp0267368;Dyak.FBpp0267726;Dmel.FBgn0259239,FBpp0289135,FBtr0299857"
"161","Dyak.FBpp0267412;Dyak.FBpp0267756;Dmel.FBgn0036988,FBpp0077888,FBtr0078230"
"162","Dyak.FBpp0264782;Dyak.FBpp0268276;Dmel.FBgn0037101,FBpp0078027,FBtr0078371"
"163","Dyak.FBpp0264501;Dyak.FBpp0267712;Dmel.FBgn0010830,FBpp0078187,FBtr0078535"
"164","Dyak.FBpp0267363;Dyak.FBpp0267966;Dmel.FBgn0037059,FBpp0077966,FBtr0078310"
"165","Dyak.FBpp0255530;Dyak.FBpp0269789;Dyak.FBpp0258854"
"166","Dyak.FBpp0264788;Dyak.FBpp0268049;Dmel.FBgn0037108,FBpp0078076,FBtr0078422"
"167","Dyak.FBpp0264678;Dyak.FBpp0268016;Dmel.FBgn0036975,FBpp0077837,FBtr0078179"
"168","Dyak.FBpp0267563;Dyak.FBpp0268010;Dmel.FBgn0036629,FBpp0075169,FBtr0075411"
"169","Dyak.FBpp0256844;Dyak.FBpp0259480;Dmel.FBgn0000405,FBpp0071822,FBtr0071911"
"170","Sfla.augustus_masked-scaffold00203-abinit-gene-0.15-mRNA-1_AED:0.25_eAED:0.25_QI:0_0.62_0.22_1_1_1_9_0_915;Sfla.augustus_masked-scaffold03822-abinit-gene-0.0-mRNA-1_AED:0.13_eAED:0.13_QI:0_0.5_0.22_1_1_1_9_0_940;Dmel.FBgn0035777,FBpp0076562,FBtr0076852"
"171","Dpse.FBpp0300262;Dpse.FBpp0300263;Dpse.FBpp0300264;Dpse.FBpp0300266;Dpse.FBpp0300260"
"172","Dsuz.DS10_00010212;Dsuz.DS10_00010267;Dmel.FBgn0051454,FBpp0081359,FBtr0081870;Dmel.FBgn0051259,FBpp0081360,FBtr0081871"
"173","Dbia.DBIA005683-PA;Dbia.DBIA005682-PA;Dmel.FBgn0023541,FBpp0301778,FBtr0310077"
"174","Dsuz.DS10_00011048;Dsuz.DS10_00011745;Dmel.FBgn0038750,FBpp0083260,FBtr0083851"
"175","Dbia.DBIA007927-PA;Dmel.FBgn0033836,FBpp0086833,FBtr0087716;Dsuz.DS10_00006583;Dyak.FBpp0258375;Dmel.FBgn0260475,FBpp0086832,FBtr0087715"
"176","Dyak.FBpp0255842;Dyak.FBpp0266999;Dyak.FBpp0271252;Dyak.FBpp0269292"
"177","Dmoj.FBpp0160670;Dmoj.FBpp0170043;Dmoj.FBpp0172036;Dmoj.FBpp0165995;Dmoj.FBpp0168738"
"178","Sfla.augustus_masked-scaffold00119-abinit-gene-1.0-mRNA-1_AED:0.04_eAED:0.04_QI:0_0_0_1_1_1_30_0_4828;Sfla.augustus_masked-scaffold00157-abinit-gene-1.0-mRNA-1_AED:0.04_eAED:0.04_QI:0_0_0_1_1_1_27_0_4497;Sfla.augustus_masked-scaffold04503-abinit-gene-0.0-mRNA-1_AED:0.17_eAED:0.17_QI:0_-1_0_1_-1_1_1_0_936;Sfla.augustus_masked-scaffold04399-abinit-gene-0.0-mRNA-1_AED:0.04_eAED:0.04_QI:0_0_0_1_1_1_4_0_972"
"179","Dpse.FBpp0283576;Dpse.FBpp0297034;Dpse.FBpp0297035;Dmel.FBgn0039858,FBpp0085160,FBtr0085799"
"180","Dpse.FBpp0307539;Dpse.FBpp0307540;Dpse.FBpp0307541;Dmel.FBgn0085390,FBpp0300813,FBtr0308589"
"181","Dsuz.DS10_00009855;Dsuz.DS10_00009857;Dsuz.DS10_00011032;Dmel.FBgn0039602,FBpp0084695,FBtr0085326"
"182","Dbia.DBIA004619-PA;Dmel.FBgn0029686,FBpp0070586,FBtr0070613;Dmel.FBgn0052786,FBpp0070587,FBtr0070614;Dsuz.DS10_00002991;Dyak.FBpp0261331;Dmel.FBgn0052783,FBpp0070588,FBtr0070615"
"183","Dpse.FBpp0301646;Dpse.FBpp0301648;Dpse.FBpp0301649;Dmel.FBgn0086372,FBpp0291394,FBtr0302184;Dpse.FBpp0301647"
"184","Dyak.FBpp0255860;Dyak.FBpp0257346;Dyak.FBpp0263834;Dyak.FBpp0255620;Dmel.FBgn0032095,FBpp0079369,FBtr0079768"
"185","Dpse.FBpp0297328;Dpse.FBpp0297329;Dpse.FBpp0297331;Dpse.FBpp0297332;Dpse.FBpp0297333;Dpse.FBpp0297335;Dpse.FBpp0300743;Dpse.FBpp0297330;Dmel.FBgn0262483,FBpp0293366,FBtr0304826"
"186","Dbia.DBIA012030-PA;Dbia.DBIA004602-PA;Dmel.FBgn0052088,FBpp0305002,FBtr0332764"
"187","Dbia.DBIA010252-PA;Dbia.DBIA005260-PA;Dmel.FBgn0040256,FBpp0112233,FBtr0113321"
"188","Dgri.FBpp0146024;Dgri.FBpp0146027;Dgri.FBpp0146276"
"189","Dsuz.DS10_00011469;Dmel.FBgn0051524,FBpp0085046,FBtr0085684;Dmel.FBgn0039783,FBpp0085047,FBtr0085685;Dsuz.DS10_00009546"
"190","Dsuz.DS10_00000173;Dsuz.DS10_00012965;Dmel.FBgn0032551,FBpp0080250,FBtr0080688"
"191","Sfla.augustus_masked-scaffold00309-abinit-gene-0.0-mRNA-1_AED:0.29_eAED:0.29_QI:0_0.78_0.26_1_1_1_15_0_2576;Sfla.augustus_masked-scaffold00309-abinit-gene-0.1-mRNA-1_AED:0.42_eAED:0.42_QI:0_0_0_1_1_1_4_0_950;Dmel.FBgn0051233,FBpp0083525,FBtr0084127;Dmel.FBgn0051343,FBpp0083524,FBtr0084126"
"192","Dpse.FBpp0307109;Dpse.FBpp0307115;Dpse.FBpp0307105"
"193","Dpse.FBpp0275903;Dpse.FBpp0306317;Dmel.FBgn0035028,FBpp0088807,FBtr0089868"
"194","Dpse.FBpp0291898;Dpse.FBpp0291899;Dmel.FBgn0000114,FBpp0079926,FBtr0080344"
"195","Dpse.FBpp0292505;Dpse.FBpp0292506;Dmel.FBgn0051145,FBpp0288495,FBtr0290056"
"196","Dpse.FBpp0282221;Dpse.FBpp0292651;Dmel.FBgn0020496,FBpp0099514,FBtr0100161"
"197","Dpse.FBpp0298268;Dpse.FBpp0298269;Dmel.FBgn0262869,FBpp0297308,FBtr0306199"
"198","Dpse.FBpp0284824;Dpse.FBpp0301817;Dmel.FBgn0021776,FBpp0083256,FBtr0083847"
"199","Dpse.FBpp0284961;Dpse.FBpp0301922;Dmel.FBgn0024963,FBpp0099473,FBtr0100127"
"200","Dsuz.DS10_00009015;Dsuz.DS10_00010767;Dmel.FBgn0039201,FBpp0084025,FBtr0084641"
"201","Dsuz.DS10_00011641;Dsuz.DS10_00013075;Dmel.FBgn0036900,FBpp0088554,FBtr0089597"
"202","Dsuz.DS10_00011047;Dsuz.DS10_00011746;Dmel.FBgn0038751,FBpp0083231,FBtr0083822"
"203","Dsuz.DS10_00001612;Dsuz.DS10_00006754;Dmel.FBgn0015035,FBpp0079515,FBtr0079925"
"204","Dsuz.DS10_00008760;Dsuz.DS10_00011236;Dmel.FBgn0051105,FBpp0271865,FBtr0273357"
"205","Dsuz.DS10_00010987;Dsuz.DS10_00012913;Dmel.FBgn0036895,FBpp0074716,FBtr0074948"
"206","Dsuz.DS10_00011818;Dsuz.DS10_00011890;Dmel.FBgn0037531,FBpp0289909,FBtr0300685"
"207","Dsuz.DS10_00009706;Dsuz.DS10_00012527;Dmel.FBgn0051122,FBpp0083068,FBtr0083653"
"208","Dsuz.DS10_00009908;Dsuz.DS10_00012650;Dmel.FBgn0037960,FBpp0081989,FBtr0082515"
"209","Dsuz.DS10_00012845;Dsuz.DS10_00013477;Dmel.FBgn0036768,FBpp0074909,FBtr0075143"
"210","Dsuz.DS10_00011485;Dsuz.DS10_00012544;Dmel.FBgn0025571,FBpp0082897,FBtr0083456"
"211","Dsuz.DS10_00006760;Dsuz.DS10_00006761;Dmel.FBgn0033294,FBpp0087827,FBtr0088748"
"212","Dsuz.DS10_00003012;Dsuz.DS10_00011560;Dmel.FBgn0052088,FBpp0305002,FBtr0332764"
"213","Dsuz.DS10_00008622;Dsuz.DS10_00010408;Dmel.FBgn0037896,FBpp0081880,FBtr0082404"
"214","Dsuz.DS10_00011434;Dsuz.DS10_00011549;Dmel.FBgn0036191,FBpp0271871,FBtr0273363"
"215","Dyak.FBpp0267473;Dyak.FBpp0267774;Dmel.FBgn0036910,FBpp0074694,FBtr0074925"
"216","Dyak.FBpp0267337;Dyak.FBpp0267977;Dmel.FBgn0015239,FBpp0078044,FBtr0078389"
"217","Dyak.FBpp0264627;Dyak.FBpp0268224;Dmel.FBgn0036895,FBpp0074716,FBtr0074948"
"218","Dyak.FBpp0264745;Dyak.FBpp0268067;Dmel.FBgn0028427,FBpp0077962,FBtr0078305"
"219","Dyak.FBpp0264795;Dyak.FBpp0268040;Dmel.FBgn0037117,FBpp0078084,FBtr0078430"
"220","Dyak.FBpp0264715;Dyak.FBpp0264718;Dmel.FBgn0037025,FBpp0302830,FBtr0321284"
"221","Dyak.FBpp0267483;Dyak.FBpp0267485;Dmel.FBgn0036900,FBpp0088554,FBtr0089597"
"222","Dyak.FBpp0267606;Dyak.FBpp0268286;Dmel.FBgn0037144,FBpp0078128,FBtr0078475"
"223","Dgri.FBpp0153595;Dgri.FBpp0157638;Dgri.FBpp0157641;Dgri.FBpp0157629"
"224","Dpse.FBpp0281211;Dpse.FBpp0301656;Dpse.FBpp0301655;Dmel.FBgn0259172,FBpp0303173,FBtr0330140"
"225","Dpse.FBpp0297841;Dpse.FBpp0297842;Dpse.FBpp0297843;Dmel.FBgn0051163,FBpp0303407,FBtr0330381"
"226","Dpse.FBpp0306383;Dpse.FBpp0306385;Dpse.FBpp0306386;Dpse.FBpp0306384;Dmel.FBgn0034075,FBpp0293627,FBtr0305090"
"227","Dpse.FBpp0281566;Dpse.FBpp0300588;Dpse.FBpp0300589;Dmel.FBgn0039348,FBpp0084267,FBtr0084893"
"228","Dpse.FBpp0275828;Dpse.FBpp0306459;Dpse.FBpp0306460;Dmel.FBgn0000546,FBpp0085352,FBtr0086011"
"229","Dpse.FBpp0278818;Dpse.FBpp0306489;Dpse.FBpp0306490;Dpse.FBpp0306491;Dpse.FBpp0306493;Dpse.FBpp0306494;Dpse.FBpp0306492;Dmel.FBgn0083919,FBpp0099801,FBtr0100388"
"230","Sfla.augustus_masked-scaffold02961-abinit-gene-0.1-mRNA-1_AED:0.37_eAED:0.37_QI:0_0_0_1_1_1_2_0_537;Sfla.augustus_masked-scaffold02961-abinit-gene-0.2-mRNA-1_AED:0.37_eAED:0.37_QI:0_0_0_1_1_1_2_0_537;Sfla.augustus_masked-scaffold04866-abinit-gene-0.0-mRNA-1_AED:0.13_eAED:0.13_QI:0_0_0_1_1_1_2_0_537;Sfla.augustus_masked-scaffold00369-abinit-gene-0.1-mRNA-1_AED:0.21_eAED:0.21_QI:0_0.25_0_1_1_1_5_0_971"
"231","Dpse.FBpp0291956;Dpse.FBpp0291957;Dpse.FBpp0301804;Dpse.FBpp0301805;Dmel.FBgn0261015,FBpp0304777,FBtr0332501"
"232","Dpse.FBpp0278670;Dpse.FBpp0306331;Dpse.FBpp0306332;Dpse.FBpp0306333;Dpse.FBpp0306334;Dmel.FBgn0034789,FBpp0293461,FBtr0304922"
"233","Dpse.FBpp0278164;Dpse.FBpp0308208;Dpse.FBpp0308209;Dpse.FBpp0308210;Dpse.FBpp0308211;Dpse.FBpp0308212;Dmel.FBgn0261625,FBpp0292103,FBtr0302978"
"234","Dpse.FBpp0308149;Dpse.FBpp0308150;Dpse.FBpp0308151;Dpse.FBpp0308152;Dpse.FBpp0308153;Dmel.FBgn0003612,FBpp0087651,FBtr0088570"
"235","Dbia.DBIA007270-PA;Dgri.FBpp0145992;Dmel.FBgn0003654,FBpp0088428,FBtr0089406;Dmel.FBgn0053497,FBpp0089016,FBtr0089610;Dmel.FBgn0053499,FBpp0089014,FBtr0089612;Dmel.FBgn0067861,FBpp0088559,FBtr0089604;Dmoj.FBpp0160310;Dpse.FBpp0273047;Dsuz.DS10_00006030;Dyak.FBpp0260373;Sfla.augustus_masked-scaffold00002-abinit-gene-7.4-mRNA-1_AED:0.12_eAED:0.13_QI:0_0.66_0.28_1_1_1_7_0_643;Dmel.FBgn0052823,FBpp0088472,FBtr0089465"
"236","Dsuz.DS10_00009367;Dsuz.DS10_00011606;Dmel.FBgn0051467,FBpp0081796,FBtr0082320;Dsuz.DS10_00008560;Dsuz.DS10_00012875"
"237","Dbia.DBIA010868-PA;Dmel.FBgn0053128,FBpp0077595,FBtr0077930;Dmel.FBgn0051661,FBpp0077597,FBtr0077932;Dmel.FBgn0051926,FBpp0077596,FBtr0077931"
"238","Dpse.FBpp0275702;Dmel.FBgn0051872,FBpp0079688,FBtr0080099;Dmel.FBgn0032275,FBpp0290352,FBtr0080101;Dmel.FBgn0043825,FBpp0290029,FBtr0300805"
"239","Dsuz.DS10_00000748;Dmel.FBgn0053128,FBpp0077595,FBtr0077930;Dmel.FBgn0051661,FBpp0077597,FBtr0077932;Dmel.FBgn0051926,FBpp0077596,FBtr0077931"
"240","Dsuz.DS10_00010595;Dsuz.DS10_00012471;Dmel.FBgn0039010,FBpp0083723,FBtr0084330"
"241","Dsuz.DS10_00010514;Dsuz.DS10_00011125;Dmel.FBgn0051465,FBpp0083545,FBtr0084147;Dmel.FBgn0053092,FBpp0083538,FBtr0084140"
"242","Dbia.DBIA010781-PA;Dsuz.DS10_00003828;Dmel.FBgn0035976,FBpp0088492,FBtr0089491;Dmel.FBgn0035977,FBpp0076167,FBtr0076439;Dmel.FBgn0035975,FBpp0076164,FBtr0076435"
"243","Dbia.DBIA003266-PA;Dsuz.DS10_00001835;Dmel.FBgn0051872,FBpp0079688,FBtr0080099;Dmel.FBgn0032275,FBpp0290352,FBtr0080101;Dmel.FBgn0043825,FBpp0290029,FBtr0300805"
"244","Dbia.DBIA012631-PA;Dsuz.DS10_00000409;Dmel.FBgn0032160,FBpp0079473,FBtr0079877;Dmel.FBgn0032162,FBpp0079475,FBtr0079879;Dmel.FBgn0032161,FBpp0079474,FBtr0079878"
"245","Dbia.DBIA006125-PA;Dsuz.DS10_00002418;Dmel.FBgn0050037,FBpp0087155,FBtr0088049;Dmel.FBgn0053145,FBpp0087154,FBtr0088048;Dmel.FBgn0050036,FBpp0087156,FBtr0088050"
"246","Dbia.DBIA004666-PA;Dsuz.DS10_00002945;Dmel.FBgn0034884,FBpp0297290,FBtr0306160;Dmel.FBgn0034885,FBpp0297476,FBtr0306384;Dmel.FBgn0034883,FBpp0072016,FBtr0072107"
"247","Dbia.DBIA003777-PA;Dsuz.DS10_00004191;Dmel.FBgn0041623,FBpp0076714,FBtr0077006;Dmel.FBgn0041624,FBpp0076713,FBtr0077005;Dmel.FBgn0041625,FBpp0076712,FBtr0077004"
"248","Dbia.DBIA004601-PA;Dsuz.DS10_00003013;Dyak.FBpp0259422;Dmel.FBgn0259185,FBpp0288947,FBtr0299669;Dmel.FBgn0259187,FBpp0291494,FBtr0302288"
"249","Dbia.DBIA005346-PA;Dsuz.DS10_00011008;Dyak.FBpp0255381;Dmel.FBgn0259193,FBpp0288955,FBtr0299677;Dmel.FBgn0259194,FBpp0288956,FBtr0299678"
"250","Dsuz.DS10_00009360;Dsuz.DS10_00012665;Sfla.augustus_masked-scaffold00237-abinit-gene-0.17-mRNA-1_AED:0.24_eAED:0.24_QI:0_0.77_0.26_1_1_1_19_0_1184;Sfla.augustus_masked-scaffold00722-abinit-gene-0.0-mRNA-1_AED:0.14_eAED:0.14_QI:0_0_0_1_1_1_14_0_936;Snot.maker-scaffold1747-snap-gene-0.9-mRNA-1;Dmel.FBgn0038840,FBpp0110256,FBtr0110956"
"251","Dbia.DBIA000559-PA;Dsuz.DS10_00004134;Snot.maker-scaffold858-augustus-gene-0.11-mRNA-1;Dmel.FBgn0000594,FBpp0075736,FBtr0076004;Dmel.FBgn0000592,FBpp0075735,FBtr0076003"
"252","Dbia.DBIA007733-PA;Dsuz.DS10_00009164;Dmel.FBgn0039464,FBpp0084457,FBtr0085085;Dmel.FBgn0031489,FBpp0077355,FBtr0077671"
"253","Dbia.DBIA007345-PA;Dsuz.DS10_00006872;Dmel.FBgn0003360,FBpp0073278,FBtr0073422;Dmel.FBgn0025111,FBpp0073281,FBtr0073425"
"254","Dbia.DBIA003334-PA;Dsuz.DS10_00001515;Dmel.FBgn0045495,FBpp0089145,FBtr0079460;Dmel.FBgn0041247,FBpp0079087,FBtr0079463"
"255","Dbia.DBIA001732-PA;Dsuz.DS10_00010555;Dmel.FBgn0039033,FBpp0083734,FBtr0084341;Dmel.FBgn0039034,FBpp0083735,FBtr0084342"
"256","Dbia.DBIA011961-PA;Dsuz.DS10_00004757;Dmel.FBgn0031039,FBpp0074506,FBtr0074737;Dmel.FBgn0031038,FBpp0074505,FBtr0074736"
"257","Dbia.DBIA011546-PA;Dsuz.DS10_00004798;Dmel.FBgn0030993,FBpp0074440,FBtr0074669;Dmel.FBgn0030992,FBpp0303582,FBtr0331155"
"258","Dbia.DBIA006929-PA;Dsuz.DS10_00001617;Dmel.FBgn0032143,FBpp0079463,FBtr0079867;Dmel.FBgn0032144,FBpp0079464,FBtr0079868"
"259","Dbia.DBIA002008-PA;Dsuz.DS10_00010266;Dmel.FBgn0037590,FBpp0081383,FBtr0081900;Dmel.FBgn0037591,FBpp0081382,FBtr0081899"
"260","Dbia.DBIA000056-PA;Dsuz.DS10_00007549;Dmel.FBgn0027552,FBpp0073028,FBtr0073171;Dmel.FBgn0035476,FBpp0073029,FBtr0073172"
"261","Dbia.DBIA004779-PA;Dsuz.DS10_00003487;Dmel.FBgn0034661,FBpp0071657,FBtr0071743;Dmel.FBgn0042098,FBpp0071658,FBtr0071744"
"262","Dbia.DBIA012064-PA;Dsuz.DS10_00012087;Dmel.FBgn0036551,FBpp0075269,FBtr0075514;Dmel.FBgn0036550,FBpp0075268,FBtr0075513;Dmel.FBgn0036553,FBpp0075271,FBtr0075516;Dmel.FBgn0036552,FBpp0075270,FBtr0075515"
"263","Dbia.DBIA003954-PA;Dsuz.DS10_00004332;Dmel.FBgn0037005,FBpp0077866,FBtr0078208;Dmel.FBgn0037003,FBpp0077864,FBtr0078206;Dmel.FBgn0037004,FBpp0077865,FBtr0078207"
"264","Dbia.DBIA015001-PA;Dsuz.DS10_00002489;Dmel.FBgn0033904,FBpp0086651,FBtr0087522;Dmel.FBgn0033903,FBpp0086650,FBtr0087521;Dmel.FBgn0033905,FBpp0086652,FBtr0087523"
"265","Dbia.DBIA009447-PA;Dsuz.DS10_00009495;Dmel.FBgn0039629,FBpp0084731,FBtr0085362;Dmel.FBgn0039630,FBpp0084732,FBtr0085363;Dmel.FBgn0039628,FBpp0084730,FBtr0085361"
"266","Dbia.DBIA005960-PA;Dmel.FBgn0052495,FBpp0290197,FBtr0300975;Dpse.FBpp0273664;Dsuz.DS10_00005203;Dyak.FBpp0262707;Dmel.FBgn0030882,FBpp0290194,FBtr0300972"
"267","Dbia.DBIA006318-PA;Dsuz.DS10_00005742;Dmel.FBgn0034325,FBpp0298013,FBtr0307184;Dmel.FBgn0034322,FBpp0085937,FBtr0086758;Dmel.FBgn0034323,FBpp0085938,FBtr0086759;Dmel.FBgn0034326,FBpp0298014,FBtr0307185;Dmel.FBgn0034321,FBpp0085935,FBtr0086756;Dmel.FBgn0034324,FBpp0085939,FBtr0086760"
"268","Dbia.DBIA000971-PA;Dsuz.DS10_00004417;Dmel.FBgn0026570,FBpp0072792,FBtr0072915;Dmel.FBgn0035309,FBpp0072793,FBtr0072916;Dmel.FBgn0035312,FBpp0072791,FBtr0072913;Dmel.FBgn0026593,FBpp0300550,FBtr0308230"
"269","Dmel.FBgn0085503,FBpp0291443,FBtr0302234;Dpse.FBpp0273620;Dpse.FBpp0282137;Dpse.FBpp0297467;Dpse.FBpp0297468;Dpse.FBpp0297469;Dpse.FBpp0297470;Dpse.FBpp0297471;Dpse.FBpp0297472;Dmel.FBgn0002921,FBpp0088502,FBtr0089510"
"270","Dbia.DBIA005257-PA;Dmel.FBgn0040257,FBpp0081813,FBtr0082337;Dmel.FBgn0040251,FBpp0081854,FBtr0082378;Dmel.FBgn0040259,FBpp0081814,FBtr0082338"
